personID,"albums_album","albums_artist","albums_id"
6,"Thats What They All Say","Jack Harlow","5g2INX6dnMIJG0xKygXwF3"
6,"BLAME IT ON BABY","DaBaby","623PL2MBg50Br5dLXC9E9e"
6,"Pink Tape","Lil Uzi Vert","2ua5bFkZLZl1lIgKWtYZIz"
6,"IGOR","Tyler, The Creator","5zi7WsKlIiUXv09tbGLKsE"
6,"The Eminem Show","Eminem","2cWBwpqMsDJC1ZUwz813lo"
6,"Man On The Moon III: The Chosen","Kid Cudi","7vLxDionyOHSDmYS7Wpwdp"
6,"American Heartbreak","Zach Bryan","7IouDrXPdAZwT1NzVV3vef"
6,"Jackman.","Jack Harlow","1ep4OEfNOhvcY85STfEtKy"
6,"Jailbreak","Thin Lizzy","7LZsSMEraR5F9Me6njnIMB"
6,"Sticky Fingers","The Rolling Stones","29m6DinzdaD0OPqWKGyMdz"
6,"Darling Blue","Marcus King","14gWu1NRr0J0M1evRdF83C"
6,"AUSTIN","Post Malone","6r1lh7fHMB499vGKtIyJLy"
6,"Love Sick","Don Toliver","26z5llzd194mcCZHADWd6k"
6,"Funk Wav Bounces Vol. 2","Calvin Harris","49DV9eFp2xTdtO7veew5xS"
6,"Watch The Throne","JAY-Z","1YwzJz7CrV9fd9Qeb6oo1d"
6,"LABRINTH, SIA & DIPLO PRESENT... LSD","LSD","0ujHQ5WCLuKJQXOqXpGtpf"
6,"F-1 Trillion: Long Bed","Post Malone","4f2G7uAWqzpOPwEfCDV87A"
6,"Her Loss","Drake","5MS3MvWHJ3lOZPLiMxzOU6"
6,"4 Your Eyez Only","J. Cole","3MNP6yEmCAFruLe7pAGKCu"
6,"Legends Never Die","Juice WRLD","1R6vbGGXSEZZmTGn7ewwRL"
6,"Madvillainy","Madvillain","01FCoGEQ3NFWF4fHJzdiax"
6,"Never How You Plan","JERREAU","6JSYa7BFj1fhhRk1ORtfnU"
6,"The College Dropout","Kanye West","3ff2p3LnR6V7m6BinwhNaQ"
6,"Kamikaze","Twista","7tbgPQub8dUigxMdkYDfOb"
6,"Indicud","Kid Cudi","262o5a05pMUDSV2uzo5EwQ"
6,"Donda","Kanye West","5CnpZV3q5BcESefcB3WJmz"
6,"Revenge Of The Dreamers III","Dreamville","2n3quCZ0anEa46j2IveacI"
6,"3.15.20","Childish Gambino","600ClrWRsAr7jZ0qjaBLHz"
6,"Baby","Dijon","3hKlec1wgYVJcI0YvwCFJB"
6,"WhoMadeWho","WhoMadeWho","1X0nQnShEvrtAPXA73rtzj"
6,"Man On The Moon: The End Of Day","Kid Cudi","2S8AWAM0nxyFy66YnUfIs3"
6,"Stoney","Post Malone","5s0rmjP8XOPhP6HhqOhuyC"
6,"Cozy Tapes Vol. 2: Too Cozy","A$AP Mob","0qr1Fvi1haEDWVbFtekZLb"
6,"Finding Terry: Compilation","Terry Presume","30aM8HDgMlqWVADIsZnpXk"
6,"1999","Rich Brian","7fekFzT8lQv8sZjPGn7JqW"
6,"Pieces Of Eight","Styx","294yFGYq9SBXWR4g6dK63D"
6,"Victory Lap","Nipsey Hussle","6rcbbhcm8Os7EiVRHP9Aef"
6,"Poke It Out (feat. J. Cole)","Wale","2DXRWlFTI8l2YvBD4iFUK8"
6,"Zach Bryan","Zach Bryan","6PbnGueEO6LGodPfvNldYf"
6,"Overexposed","Maroon 5","7i1Ej2Ix9aIiLKqhNwAB2l"
6,"Charlie Boy","Benjamin Dakota Rogers","5fQRXK1d5ZkRlRcW8BjLOz"
6,"Graduation","Kanye West","5fPglEDz9YEwRgbLRvhCZy"
6,"A Love Letter To You 3","Trippie Redd","6qRbGZqJ3aQY8N8bcHc1ug"
6,"This Ol' Way","Benjamin Dakota Rogers","77eopQjIGR0gBCQxX0DmaE"
6,"channel ORANGE","Frank Ocean","392p3shh2jkxUxY2VHvlH8"
6,"Culture III","Migos","3uyOwJu4r3yroAkFywNFM3"
6,"DAMN.","Kendrick Lamar","4eLPsYPBmXABThSJ821sqY"
6,"Revival","Eminem","0U6ldwLBEMkwgfQRY4V6D2"
6,"KOD","J. Cole","4Wv5UAieM1LDEYVq5WmqDd"
6,"Fell In Love","Marshmello","3eq1NCbo5446IeeNE9OjAH"
6,"Coloring Book","Chance the Rapper","71QyofYesSsRMwFOTafnhB"
6,"WE DON'T TRUST YOU","Future","2vHRMDYWkdjZLRsLD4l76m"
6,"The Life Of Pablo","Kanye West","7gsWAHLeT0w7es6FofOXk1"
6,"Fleetwood Mac","Fleetwood Mac","5VIQ3VaAoRKOEpJ0fewdvo"
6,"It's Almost Dry","Pusha T","6o38CdD7CUlZDCFhjZYLDH"
6,"KIDS SEE GHOSTS","KIDS SEE GHOSTS","6pwuKxMUkNg673KETsXPUV"
6,"Circles","Mac Miller","5sY6UIQ32GqwMLAfSNEaXb"
6,"Songs About Jane","Maroon 5","1Rv9WRKyYhFaGbuYDaQunN"
6,"Late Registration","Kanye West","5ll74bqtkcXlKE7wwkMq4g"
6,"Punk","Young Thug","7IKkHmEk4It4cRdOYanyvW"
6,"GINGER","BROCKHAMPTON","1jToVugwBEzcak8gJNZG2f"
6,"ye","Kanye West","2Ek1q2haOnxVqhvVKqMvJe"
6,"Donda","Kanye West","340MjPcVdiQRnMigrPybZA"
6,"Heart Of The Congos","The Congos","0FqUTYrs4FtPbav2Ry2I1M"
6,"Ready to Die","The Notorious B.I.G.","2ymwUMeW3BySLhKNp8UQZ3"
6,"Tha Carter II","Lil Wayne","7slHgsEMuJfnuft5LAPyw6"
6,"Mr. Morale & The Big Steppers","Kendrick Lamar","79ONNoS4M9tfIA1mYLBYVX"
6,"folklore","Taylor Swift","2fenSS68JI1h4Fo296JfGr"
6,"AT.LONG.LAST.A$AP","A$AP Rocky","3arNdjotCvtiiLFfjKngMc"
6,"For All The Dogs","Drake","35nmDyrcnDY4B1ISYpKEEs"
6,"Heroes","Johnny Cash","6hMgnweGhql8JcZ85nq0Mb"
6,"Houses of the Holy","Led Zeppelin","0GqpoHJREPp0iuXK3HzrHk"
6,"Blood Sugar Sex Magik","Red Hot Chili Peppers","30Perjew8HyGkdSmqguYyg"
6,"Lonely (with Lil Wayne)","DaBaby","6PwnWA19E1JThqWMdRrj6l"
6,"Hollywood's Bleeding","Post Malone","4g1ZRSobMefqF6nelkgibi"
6,"Music To Be Murdered By","Eminem","2LWLgGY15e9im0KUaASnFa"
6,"Evil Genius","Gucci Mane","5xqQtdlJUY7Fg4BMp13LrX"
6,"FWA","Lil Wayne","2wVTLpA19kpk5qmkTASir0"
6,"love is not dying","Jeremy Zucker","5MhZZyVkkusXY627OBZKAL"
6,"Halo","Bakar","2VJD6kU8nmxXVrScRyddqV"
6,"Starved","Zach Bryan","07jpOEyD7mjM3X1cW25EY4"
6,"Miss My Dawgs","YG","3tWXlBpvbJN1F0cLtOc47a"
6,"Let’s Start Here.","Lil Yachty","6Per97deaWqrJlKQNX8RGK"
6,"Milky Way","Bas","6sDQacCej53Q43vZF9PJ8i"
6,"Teenage Dream","Katy Perry","06SY6Ke6mXzZHhURLVU57R"
6,"For All The Dogs Scary Hours Edition","Drake","4Q7cRXio6mF2ImVUCcezPO"
6,"Hymns by Johnny Cash","Johnny Cash","7kBFVcdGUF4yMCTIpHZuna"
6,"Stars In The Sky","Kid Cudi","77nZgGhFXUDxjZobYTej2e"
6,"Red Moon In Venus","Kali Uchis","5OZ44LaqZbpP3m9B3oT8br"
6,"Care Package","Drake","7dqpveMVcWgbzqYrOdkFTD"
6,"Kanye West Presents Good Music Cruel Summer","Various Artists","0bcOGgwJpwBjfFBTApoqSn"
6,"Nothing Was The Same","Drake","5mz0mJxb80gqJIcRf9LGHJ"
6,"Section.80","Kendrick Lamar","13WjgUEEAQp0d9JqojlWp1"
6,"Let It Bleed","The Rolling Stones","4l4u9e9jSbotSXNjYfOugy"
6,"The Off-Season","J. Cole","4JAvwK4APPArjIsOdGoJXX"
6,"Funeral","Lil Wayne","2x657XotA7LCsPElXmXX4W"
6,"Everyday We Lit (feat. PnB Rock, Lil Yachty & Wiz Khalifa)","YFN Lucci","0TYDNVrOA3J1bIyHkk5Jpp"
6,"The Boy Who Flew To The Moon","Kid Cudi","19ZYOtXGdqGpeeDS9SJccD"
6,"Death Race For Love","Juice WRLD","1GYVNOzwhx1nMcIJDogSNp"
6,"No Ceilings","Lil Wayne","15rah8uTv13tEhScI9Nv8z"
6,"No.6 Collaborations Project","Ed Sheeran","3oIFxDIo2fwuk4lwCmFZCx"
6,"Something in the Orange","Zach Bryan","1CmTOKCeyz1aHH04OwvTPv"
6,"WE STILL DON'T TRUST YOU","Future","3bSNhnaQQXpC639OQ4pMyP"
6,"LIVE.LOVE.A$AP","A$AP Rocky","4l6EPpP9hjQrLb8qNB9eC5"
6,"HEROES & VILLAINS","Metro Boomin","4gR3h0hcpE1iJH0v5bVv78"
6,"Life of a DON","Don Toliver","2WmJ5wp5wKBlIJE6FDAIBJ"
6,"TWOPOINTFIVE","Aminé","0KkHzH0uia9zwPbrCbS6NY"
6,"New Money (with 21 Savage)","Calvin Harris","1aRWXKL4e4pFg6Z3ObHKKw"
6,"Take Care","Drake","6X1x82kppWZmDzlXXK3y3q"
6,"This Ol' Way","Benjamin Dakota Rogers","27cg3junq7poQIJoWeiSDu"
6,"The Chronic","Dr. Dre","6vdFSyhPjL4dZFkgRtToXH"
6,"Me Against The World","2Pac","3OrucS4sHv6Bl9GS4rafEk"
6,"Rumours","Fleetwood Mac","1bt6q2SruMsBtcerNVtpZB"
6,"Cole World: The Sideline Story","J. Cole","0fhmJYVhW0e4i33pCLPA5i"
6,"Fearless","Taylor Swift","2dqn5yOQWdyGwOpOIi9O4x"
6,"After Hours","The Weeknd","1wSmi4DMuPu5fG7xtyspT2"
6,"Swimming","Mac Miller","5wtE5aLX5r7jOosmPhJhhk"
6,"Watch The Throne","JAY-Z","2P2Xwvh2xWXIZ1OWY9S9o5"
6,"In My Mind","Pharrell Williams","5pYJCnVKIXdZVySWQe4DEl"
6,"Live EP","Led Zeppelin","6PqoCDu8nTLw3p49WAIfY8"
6,"JESUS IS KING","Kanye West","0FgZKfoU2Br5sHOfvZKTI9"
6,"Flockaveli","Waka Flocka Flame","6MQtWELG7aRX7CkAzQ6nLM"
6,"Songbird","Waylon Jennings","3U2Nj6eoEgISZWr6t9WFZV"
6,"Tha Carter","Lil Wayne","5POcKy926GgzFHZpGptJac"
6,"Efil4zaggin","N.W.A.","3OSID3YChn6nOjfUAlSXQZ"
6,"Rated R","Rihanna","7uGmyYwDFJbSc1xs4hkEs2"
6,"Music Is Better Than Words","Seth MacFarlane","6VojJdbXviFkMuemAQ2Ivo"
6,"The College Dropout","Kanye West","4Uv86qWpGTxf7fU7lG5X6F"
6,"Not Like Us","Kendrick Lamar","5JjnoGJyOxfSZUZtk2rRwZ"
6,"Flower Boy","Tyler, The Creator","2nkto6YNI4rUYTLqEwWJ3o"
6,"4 Me (feat. Kali Uchis)","Don Toliver","1TXD0BaYXcHlmPIx7A7a0g"
6,"Alone At Prom","Tory Lanez","5Gm2XKBgnlzd6qTi7LE1z2"
6,"Hollywood's Bleeding","Post Malone","3hcYCR2lbgpayA1Tjz7Q0c"
6,"CALL ME IF YOU GET LOST","Tyler, The Creator","45ba6QAtNrdv6Ke4MFOKk9"
6,"DAYS BEFORE RODEO","Travis Scott","54Y471E7GNBSOXjZtqONId"
6,"SOUTHSIDE","Sam Hunt","1xRcR4iSouBrfVhuqFkPAJ"
6,"Kanye West Presents Good Music Cruel Summer","Kanye West","0A3g19AGFd9Qe3rAIkP8e0"
6,"Tha Carter III","Lil Wayne","5BGzOpea6At0Nd7tYtYZOP"
6,"Funk Wav Bounces Vol.1","Calvin Harris","2HaqChIDc5go3qxVunBDK0"
6,"Pray for Paris","Westside Gunn","6nfJMRoIjyRwk3ZTHNm0PY"
6,"Boys Of Faith","Zach Bryan","5wKVor4aDuvn09tJO7WZpY"
6,"Strait Country","George Strait","31hVCbkvpr2AT6TBa3egDs"
6,"Be","Common","2UuvBxV56QWWj2uviGS0up"
6,"Let's Get It On","Marvin Gaye","1oIICL75sMuInkEhX8jj3b"
6,"LIVE LIFE FAST","Roddy Ricch","1eVrpJbHRLBbioB9sb5b94"
6,"GEMINI","Macklemore","72qA6s4fjF8Y2VX1UDMfp2"
6,"Mr. Morale & The Big Steppers","Kendrick Lamar","1atjqOZTCdrjxjMyCPZc2g"
6,"All My Homies Hate Ticketmaster (Live from Red Rocks)","Zach Bryan","5hVCiOPye3IDJG4rbO44UH"
6,"GNX","Kendrick Lamar","0hvT3yIEysuuvkK73vgdcW"
6,"SAVAGE MODE II","21 Savage","6wTyGUWGCilBFZ837k5aRi"
6,"Graduation","Kanye West","4SZko61aMnmgvNhfhgTuD3"
6,"Purgatory","Tyler Childers","35LcGAeeMwVeIJrDpB3Gkz"
6,"1989","Taylor Swift","2QJmrSgbdM35R67eoGQo4j"
6,"Elephunk","Black Eyed Peas","3eqkfT9f1XyM8GME1gVDrD"
6,"The Pinkprint","Nicki Minaj","5qs8T6ZHSrnllnOuUk6muC"
6,"Heaven Or Hell","Don Toliver","7z4GhRfLqfSkqrj5F3Yt2B"
6,"The Miseducation of Lauryn Hill","Ms. Lauryn Hill","1BZoqf8Zje5nGdwZhOjAtD"
6,"Eternal Atake","Lil Uzi Vert","7IyoGB8J31fvQDwGtHAq9m"
6,"Blonde","Frank Ocean","3mH6qwIy9crq0I9YQbOuDf"
6,"808s & Heartbreak","Kanye West","3WFTGIO6E3Xh4paEOBY9OU"
6,"2000 B.C.","Canibus","2EYvS50FKBryMpvBN91z3M"
6,"Eazy-Duz-It","Eazy-E","2glPhGd3WXbnNttSdOOr2e"
6,"Oppenheimer (Original Motion Picture Soundtrack)","Ludwig Göransson","0rwbMKjNkp4ehQTwf9V2Jk"
6,"Pink Friday","Nicki Minaj","3N9kar9VT6yLh3cqPEwlbS"
6,"ASTROWORLD","Travis Scott","41GuZcammIkupMPKH2OJ6I"
6,"UTOPIA","Travis Scott","18NOKLkZETa4sWwLMIm0UZ"
6,"10 Day","Chance the Rapper","6bUsvxMAuR8NXG2ujCU4yi"
6,"Hall of Fame 2.0","Polo G","2rLqUcipEjIKK9rma5OTN8"
6,"Gilda","Kemba","1uCv6gKoP1IlE5Y4R7t3rt"
6,"After Hours","The Weeknd","4yP0hdKOZPNshxUOjY0cZj"
6,"Recovery","Eminem","47BiFcV59TQi2s9SkBo2pb"
6,"DONDA 2","DONDA","1ZkGNUz1un0b3Z7EsJl3ci"
6,"Black On Both Sides","Mos Def","5gK2l2LgWY0BA4p9uy27z6"
6,"Hold Space For Me","Orion Sun","4Y9r8QQYroasHOYHUwCeSB"
6,"VULTURES 1","¥$","30zwjSQEodaUXCn11nmiVF"
6,"To Pimp A Butterfly","Kendrick Lamar","7ycBtnsMtyVbbwTfJwRjSP"
6,"The Great American Bar Scene","Zach Bryan","1U0Z7QjSzlg3gMeUOuUldz"
6,"Liquid Swords","GZA","3k8xoyOXkGgZxUKgpmxz4P"
6,"Strait From The Heart","George Strait","3NB2cmFq9nyhHSVz0Zv08t"
6,"The Big Day","Chance the Rapper","7bgi7zCoDsZdlLKPonHZqP"
6,"Certified Lover Boy","Drake","3SpBlxme9WbeQdI9kx7KAV"
6,"Death Row Greatest Hits","Various Artists","3D9rCNaPmonUJUnv4wgE3C"
7,"In the Waiting","Kina Grannis","0DTXDUMJhpH0dtHlvUGXVd"
7,"The Wiggles Sound System: Rave of Innocence","The Wiggles","1ZZnrkjq3sKWHwEkvtHLdp"
7,"Hazbin Hotel","Hazbin Hotel","2EOqRNsJiNb7IFLktJBZpq"
7,"Flatline","Jared Benjamin","5NirofbQtRmpieVBw1F5Av"
7,"Midnights","Taylor Swift","151w1FgRZfnKZA9FEcg9Z3"
7,"Songs of Her's","Her's","03gwRG5IvkStFnjPmgjElw"
7,"Hamilton","Lin-Manuel Miranda","1kCHru7uhxBUdzkm4gzRQc"
7,"It's All True","MALINDA","1UpImEQJchHJdaoHJrmtOG"
7,"Boyfriend Dungeon (Original Game Soundtrack)","Marskye","3RFz8CC8bnSs61QbkRrmUT"
7,"THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY","Taylor Swift","5H7ixXZfsNMGbIE5OBSpcb"
7,"Dear Wormwood","The Oh Hellos","6wYIs564dOi2lOT9bGYPLK"
7,"evermore","Taylor Swift","2Xoteh7uEpea4TohMxjtaq"
8,"Beside Myself","Basement","6GR8EnywUgDFHmqUHO19RO"
8,"Come Around Sundown (Expanded Edition)","Kings of Leon","5xFZ4iElFbUFtOGX4lvdTM"
8,"Sway","Whirr","6QgXMxrY2A5LFu2bbusPAd"
8,"Slipknot","Slipknot","2dL9Q5AtIv4Rw1L6lKcIUc"
8,"Feels Like You","Whirr","1KqeCls7MbxCt1OJD6iEcg"
8,"Behind The Light","Phillip Phillips","6jnLafIyYLpSZQL7rcHj8e"
8,"Twist / Between Asleep and Awake","Whirr","7bWIYhG3f2BOBxUIbv87ks"
8,"Raw Blue (Deluxe Edition)","Whirr","4z9m8kMH77YXK14m4wMFyV"
8,"Buds","Ovlov","3aPtrtMapoYJdzVa7Jkc3M"
8,"Whirr & Nothing","Nothing","6pDNWot4SaDPtMLerJ3AFZ"
8,"Sunbather","Deafheaven","2kKXGWaCEl06EKZ4DxBJIT"
8,"All Things Must Pass","George Harrison","4I4xtHaIFOzhZfp1NIHkY6"
8,"Wilder Mind","Mumford & Sons","6OA97YC9HbLfdREQKnsH2R"
8,"Untourable Album","Men I Trust","7FkJxlcljM6Ix0pC2JSNOE"
8,"Bon Voyage","Melody's Echo Chamber","0jolpH4eoj3kSEVg9mvZXr"
8,"Ordinary Corrupt Human Love","Deafheaven","2iA7rzpQsOfAPkfH4Ekp7f"
8,"Forever Live Sessions","Men I Trust","4p73PcjJvWer7WDYXcGetn"
8,"Is the Is Are","DIIV","5PPPABn2aZ0jRuHPMONwSR"
8,"Feels Like You","Whirr","1fyZK4ivI8xZCOdOuOgPa7"
8,"Lush","Snail Mail","2e48GqjEwCi87gQJanb1bf"
8,"Daybreaker (Deluxe Edition)","Architects","6rvoCczjq9prDGSoxQr1Xq"
8,"Muta / Blue Sugar","Whirr","14QnHkw32sDcUzQQw7czN4"
8,"Negative Spaces","Poppy","0YIOpXQvcbiDNPusSqi5Ew"
8,"Promise Everything","Basement","2Ic7SVaZu6loRXczS4VfYP"
8,"All Our Gods Have Abandoned Us","Architects","2NJMu78M8xVy2NAxicD1so"
8,"Color Change","Whirr","7vz5LMbBRijUKUcOgg46OE"
8,"All Our Gods Have Abandoned Us","Architects","3OYBI2pM9l36LYVhsqeL8j"
8,"Pipe Dreams","Whirr","6kVYWDC7YJIaqgHJiZpFuz"
8,"Distressor","Whirr","1pb833uCDQF7R9BBJ5Qg1j"
8,"Raw Blue","Whirr","7sjPkabCV2TmmnlitookOK"
8,"Buds Demos","Ovlov","09qx0XMNy2QUQoYgRlIMrZ"
8,"Raw Blue","Whirr","60tRZhd4LdBGOykLIrbFCm"
8,"Feels Like You","Whirr","1l3SEC1lxr8sEv4ECKUJyT"
11,"Virgin","Lorde","28bHj2enHkHVFLwuWmkwlQ"
11,"The Lo-Fis","Steve Lacy","6m5qlaMzLtNsQDj3DQY5ji"
11,"Bleed (feat. Omar Apollo)","Malcolm Todd","7E93xjRYu5jTayc9x9wQKk"
11,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","Billie Eilish","0S0KGZnfBGSIssfF54WSJh"
11,"Ugly Duck","Hotel Ugly","2gys1pKIbiL523OHH6H59P"
11,"Stick Season","Noah Kahan","50ZenUP4O2Q5eCy2NRNvuz"
11,"dancefloor","marcos g","0vKSiF0Lg4WLbTkJp0jwi5"
11,"Submarine","The Marías","03guxdOi12XJbnvxvxbpwG"
11,"Run","Joji","6vC3YjRy755VljFSemBUu7"
12,"Stick Season","Noah Kahan","1pb3je8gXTs5dpRRTKhHRC"
14,"Somewhere New","5 Seconds of Summer","0EQf88lQRcjPOEpt9kbnSj"
14,"I Know What You Did Last Summer","Shawn Mendes","0jqa3qh7Qf4oUVblT4svqA"
14,"She's Kinda Hot","5 Seconds of Summer","3GHSJr3kphMYHd7tYelcsA"
14,"Cloud Watching","Enluv","5vJleSMBCUiZXcfF44OgYM"
14,"Champion","Fall Out Boy","0hq4f2xLNdwhkBd6FDYTqD"
14,"Unplugged","5 Seconds of Summer","39Ux32dLjlKAS0UvtnZuY5"
14,"Vessel","Twenty One Pilots","2r2r78NE05YjyHyVbVgqFn"
14,"Misadventures","Pierce The Veil","1wV3Oun1eOsGZWihTuTApq"
14,"BADLANDS","Halsey","5U5rt98q8Jqx4lP3RdqYfO"
14,"5 Seconds Of Summer","5 Seconds of Summer","2LkWHNNHgD6BRNeZI2SL1L"
14,"Fine Line","Harry Styles","7xV2TzoaVc0ycW7fwBwAml"
15,"Me / And / Dad","Billy Strings","3sEnM8BV4F3dQno5rFzdW1"
15,"Mr. Misunderstood","Eric Church","1QIZsTZrZdQwQ9QJnFoFao"
15,"The Layover","Mike Posner","49XLJ6XYJj7j2m1NWchu30"
15,"Believe","The String Cheese Incident","1ugwsDgtIFbpiAV3pg1M91"
15,"Muchos Mahalos","Wheeland Brothers","7en3yLOoWwGTdfMbdQp4tq"
15,"Purgatory","Tyler Childers","35LcGAeeMwVeIJrDpB3Gkz"
15,"How The West Was Won","Led Zeppelin","39BE5332FUDi2TIYD84hm2"
15,"Where the Light Is: John Mayer Live In Los Angeles","John Mayer","4Dgxy95K9BWkDUvQPTaYBb"
15,"Live, Volume 2: Nail & Tooth","The Wood Brothers","65ExnsMKai6wH55hHy8yhV"
15,"Born and Raised","John Mayer","6S0BIiWtnqU0PtumXMpin0"
15,"Blue Train","John Coltrane","4vIJFprkZ7vyN6nhcBgQmG"
15,"Coloring Book","Chance the Rapper","71QyofYesSsRMwFOTafnhB"
15,"Blood Sugar Sex Magik","Red Hot Chili Peppers","30Perjew8HyGkdSmqguYyg"
15,"A Kid Named Cudi","Kid Cudi","2blXZboio9DF8VC39LmUag"
15,"Cute Without The E (Ziri)","Steve Aoki","11oBNhmgFJzk7QGa4LraT0"
15,"The Sunny Album (Deluxe Edition)","Hippie Sabotage","2VmLk5bAd5QjLtX7cHm594"
15,"Something from Nothing (feat. Quinn XCII)","GRMM","0ITgtO8I9xJ8b65zWQnr4V"
15,"Kona Town","Pepper","37ijUtHcOrsDCIQRsa5sB4"
15,"The Life And Time Of Country Joe And The Fish From Haight-Ashbury To Woodstock","Country Joe & The Fish","5ObC7ha3cFQl9XZeRrTiPI"
15,"..It's Too Late to Stop Now...Volumes II, III & IV","Van Morrison","2DZ6GAyIjS3nyGsPbHe2uU"
15,"Home","Billy Strings","6Wpawdx7fSuBAKY0t793fx"
15,"Californication","Red Hot Chili Peppers","2Y9IRtehByVkegoD7TcLfi"
15,"Broken Soul Jamboree","Tipper","6HyssTrpFP3E4MKp3Rkigs"
15,"Loaded","The Wood Brothers","1IOJo40EKOLngOzy09pQMi"
15,"Everything Under The Sun","Sublime","5fJ2bEPDiCX5BLr5PYSauS"
15,"The Outsiders","Eric Church","7Ad3sRoSJmRcjtd5Ce27Oj"
15,"Coda","Led Zeppelin","56G9UnPmRifbubzPDJfAyd"
15,"Man On The Moon: The End Of Day","Kid Cudi","2S8AWAM0nxyFy66YnUfIs3"
15,"The Great Outdoors Jam","Pigeons Playing Ping Pong","5cuTIJPN1dAKOio9tzWOk0"
15,"A Sailor's Guide to Earth","Sturgill Simpson","5I3UdCxtIh6hkQ7rMPUvA4"
15,"Renewal","Billy Strings","2as5ea7TPPkXI2OINaMjZR"
15,"In Through the out Door","Led Zeppelin","1jCYuXr0Ujke24z1ymBr5U"
15,"The Essential Lynyrd Skynyrd","Lynyrd Skynyrd","4zQRIyATzfm8RQ8ZOI47la"
15,"Live on Red Barn Radio I & II","Tyler Childers","7lf0m3iNU59X4r8udCQcB6"
15,"The Getaway","Red Hot Chili Peppers","43otFXrY0bgaq5fB3GrZj6"
15,"In the Mountain in the Cloud","Portugal. The Man","1OWNvsDzhEwT5cXLlo9iO7"
15,"Senza Pagare VS T-Pain (feat. T-Pain)","J-AX","5h6VAJVDck4NJdzS2T5eGp"
15,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")","P!nk","09K53TLaJZ156prccNvwuS"
15,"boygenius","boygenius","6RjlLIuDFC8Dw91yRAdPz9"
15,"the record","boygenius","0e9GjrztzBw8oMC6n2CDeI"
15,"Graduation","Kanye West","4SZko61aMnmgvNhfhgTuD3"
15,"Change of Scenery","Quinn XCII","4Rp02sRtYz5Kp9qHP4VcxQ"
15,"Stung","Quinn XCII","6aJg0RUDOp9kJ8Eavf2c5Y"
15,"Straightjacket","Quinn XCII","4p3lqiFZL2hy55KEQtrP11"
15,"BADLANDS","Halsey","5OZJflQcQCdZLQjtUudCin"
15,"My Beat Goes","Ummet Ozcan","7uAqY6dfLfP1IztL4x44QB"
15,"Nirvana (God in Designer)","The Kids","1opRtfy0lpTnxqopXDR19V"
15,"A/B","KALEO","4he4SQup02hEIQdwhZlZlk"
15,"Led Zeppelin IV","Led Zeppelin","4Ib1gx1Yb4kvmcc7eZH0Mi"
15,"ZONKEY","Umphrey's McGee","5GHLXH6qgXR4Gq10bmFfEo"
15,"The Sidewinder","Lee Morgan","5yhhdRQNY08xnU40Tm3zzi"
15,"Live, Volume 1: Sky High","The Wood Brothers","4yoYpBy0H4hkq197ToWqSt"
15,"American Beauty/American Psycho","Fall Out Boy","022DrG7Wp2PSCwzuD0bSzT"
15,"The Seamless Unspeakable Something","Tipper","69LrIImOfaGVYW5gM4VG15"
15,"Toward a Never Ending New Beginning","Yoke Lore","4N7crJO2i5qyJ3s3fmtbCS"
15,"Slug Life","The Feathered Fish","6f2488RohKL5goOJTIsNgh"
15,"I-Feel-Like-I'm-Fixin'-To-Die","Country Joe & The Fish","5qLH7ahsjN4qZumjwdlkhT"
15,"Robbin' The Hood","Sublime","3ZaZ9xbiQRBtkJAmnjg1eq"
15,"We're Onto Something (feat. Zach Bryan)","Kings of Leon","0qKyNTZc8qx2ZuuvXzoqb4"
15,"Mothership","Led Zeppelin","4wExFfncaUIqSgoxnqa3Eh"
15,"Led Zeppelin IV","Led Zeppelin","1Ugdi2OTxKopVVqsprp5pb"
15,"Wobble Factor","Tipper","0bHgh4mc3YWbxPU48D11Wp"
15,"The Majestic Majesty","Portugal. The Man","5ZqlTo5phfbqoMWFnGVCbE"
15,"Celebration Day","Led Zeppelin","0kTe1sQd9yhDsdG2Zth7X6"
15,"Saxophone Colossus","Sonny Rollins","2dtjLAwt7Cq763h6AupyPZ"
15,"Live from Missoula, MT (3.4.17)","Umphrey's McGee","5Wz3e7drpbi5EpCxzkDp2s"
15,"Good Friend","Quinn XCII","1dtom6ImU41n61yUETj6nw"
15,"40oz. To Freedom","Sublime","0vuwlanMPucXrYMGnOjhYL"
15,"Make My Bed","King Princess","6VnoKML5dWRxOOEbMAPfG5"
15,"Kind Of Blue (Legacy Edition)","Miles Davis","4sb0eMpDn3upAFfyi4q2rw"
15,"Reinventing Axl Rose","Against Me!","5a8YbV4iL6uuJ90GqyzLzQ"
15,"Good Will Prevail","GRiZ","1H11dYnWcUyVpw3MMakGAl"
15,"Evil Friends","Portugal. The Man","6VoOCCv0bXPrTHDncJyIgF"
15,"Not Like Us","Kendrick Lamar","5JjnoGJyOxfSZUZtk2rRwZ"
15,"We Don't Need To Whisper","Angels & Airwaves","55drvPTRV1FgJkuaztyS5X"
15,"The Forever Story","JID","3QVjpIxcksDkJmOnvlOJjg"
15,"Stung","Quinn XCII","2gQeUYXqLEjMsHa3jTqrBP"
15,"American Ghetto","Portugal. The Man","7tQ6vsgZaRnCCFg7z2utU3"
