personID,"albums_album","albums_artist","albums_id"
15,"Head Hunters","Herbie Hancock","5fmIolILp5NAtNYiRPjhzA"
15,"RKS","Rainbow Kitten Surprise","2aaWMtuGxw17AZpKhZGdXQ"
15,"Soul Station","Hank Mobley","731OW49heGHCMrMOREHYlY"
15,"Seven + Mary","Rainbow Kitten Surprise","4lGNpgFI67TUq5BMfnPe3Z"
15,"Paradise Valley","John Mayer","712VoD72K500yLhhgqCyVe"
15,"Stadium Arcadium","Red Hot Chili Peppers","7xl50xr9NDkd3i2kBbzsNZ"
15,"Dame Fortune","RJD2","298x29sNXaH7yDgXLoKiQX"
15,"NO THANK YOU","Little Simz","57263zG8Md6XZ9lBUPPYCm"
15,"Folk Hop N' Roll","Judah & the Lion","7vLmY8rLjLvOTQ0wk7Hqeh"
15,"Requiem","Apashe","1cNI5bMJk11DV8PglRAd3R"
15,"Let It Bleed","The Rolling Stones","4l4u9e9jSbotSXNjYfOugy"
15,"Tip Hop","Tipper","4j8E5fi2SUQDUPrbY2Sa3X"
15,"Mescalito","Ryan Bingham","42sqfix0LCG84XUSOJ0L1D"
15,"Ff7 Lofi","RandomBeats","5mHYiPFMbKNA2CJ641ghDZ"
15,"100 Degrees (feat. Quinn XCII)","KOLAJ","4D0tFEpEhCm7dQfOPuooRw"
15,"Bloom","Quinn XCII","7aM6v0GcQ3UXbjg1I6NgyA"
15,"Forward Escape","Tipper","6iXjPAUqAY5c3cVe1lNHut"
15,"Coda","Led Zeppelin","228mANuRrV20jS5DCA0eER"
15,"Led Zeppelin IV","Led Zeppelin","5EyIDBAqhnlkAHqvPRwdbX"
15,"The STS Instrumentals","RJD2","3RxQDS8LCfIfQrfp0Ki3rj"
15,"Nevermind","Nirvana","1ySR0W1hHxPDKCBWdvzRvc"
15,"Time Out","Dave Brubeck","2FpXNwmewH9F2bytZMevuS"
15,"A Hard up Life","Drayton Farley","4hxny6RxCa9kJjdXkpXlPi"
15,"Tattoo You","The Rolling Stones","15XNBzVWARPMlu0sEbfBjJ"
15,"Country Squire","Tyler Childers","2T9P5dSm786uuxA5tkI1Xb"
