personID,"inferences"
10,"2b0ed6a5-3e14-46ff-b547-853e65f06ac0"
10,"2f2b2dac-f3cb-4aad-8c7e-fa660f1a1bfd"
10,"2fea6cb2-3a03-4d09-8ba3-86c4299e7754"
10,"32ad8ae6-d726-41ef-828d-0c01e5cc8ec0"
10,"32b8a213-8dfc-498c-b280-fcc2ef3586ff"
10,"34230cd4-828e-4620-9be4-5773dd7bbf8f"
10,"350c9eb5-c205-4665-9a64-f9f95817260a"
10,"352a8737-d358-4915-b49b-366450f7e589"
10,"370468a9-2c16-4da8-b5e4-bf8c42e7c952"
10,"37d7f53c-ca5c-4eea-98c7-dc86538cef07"
10,"37f15050-3e9f-44a9-9fd2-c343defbfb18"
10,"3bd2b08f-4bfb-4d2f-ae51-0ad57f498069"
10,"3c064d8c-ba6b-44b2-9175-7af5697dc480"
10,"3e3025f6-3722-4e22-8b37-c7c13a0fd949"
10,"3ee6dd0e-6514-423b-8930-d4e54c7990f5"
10,"3ef2a0cb-5235-45a3-8bbf-cec6bbd111f7"
10,"427d03fc-dbd7-4a3f-b6fa-287005cfe460"
10,"42992ca5b8d3489799b70a89f7536112"
10,"45401e04-fdc2-4dfa-a68e-2699c0840115"
10,"4625b7e1-7e18-4916-8af0-2bc81109cede"
10,"473ecafc-3867-4ad5-9180-69aae90fc557"
10,"482b52f6-8c2a-4801-a7a0-7b5f55e85fef"
10,"4a6bbfb9-7d7c-40fe-98e0-4c8adf0db12e"
10,"4bd7a796-1286-4f80-a272-31230ee568ea"
10,"4c57d833-45ad-4592-9708-6359dccec782"
10,"4cbd967a-a4d0-40d9-969e-12885fbe2153"
10,"4e28ec8b-ba5e-433b-821c-da93f6dca55a"
10,"4ed0f581-0a8c-4021-925d-6e8e3933f11a"
10,"4f41474e-ce08-435b-950e-c9ad68be11f9"
10,"504bd9a7-f44d-46db-8e0a-04f33b44a639"
10,"5265bb41-0ffe-49c8-ba6d-5c75d0e25f1d"
10,"5786f9b7-c9cc-48c2-8fc7-cbafd8861d19"
10,"58dd6f6e-5965-4498-85b2-d234423c0f26"
10,"59615d68-e87f-4a7b-ada5-d5ef2ff9939e"
10,"5b931046-c5d0-4814-899f-51d774cb954e"
10,"5cabbc13-e8d5-4b41-ae8d-460ad645bb0b"
10,"6018d181-48b8-4978-94a3-9042b02541ff"
10,"605efd7d-bb2a-45de-8276-6dab2d1f981b"
10,"67c58539-0150-44e0-bebf-d4ffc9b2cc60"
10,"67d25600-de07-4f68-ade3-cb4db9dd4447"
10,"689f0e39-e3b8-4637-8f1c-33a0d4909d69"
10,"68ad475c-b939-4d16-891f-7dd22c1cf01a"
10,"69878e31-aa43-4d9f-90fb-51f62f0c4685"
10,"6987d53c-a655-4acd-8705-7d0398f686b8"
10,"6b3bbb75-a082-43da-a4a6-4e47d6e04387"
10,"6b9b1dc3-b487-4f55-9973-e5d84c8540ce"
10,"6c2f9525-4919-4491-a7cd-a7d05896db87"
10,"6c723f44-a2b7-4872-8163-e1d875a00d55"
10,"6cd0724c-bc49-4303-ad5a-4907cea1929e"
10,"6d53637b-6898-4a7b-8877-5b52cf545e51"
10,"6e04289a-5d70-48f2-b00e-5b6e151b5f44"
10,"6e9dac43-3f0e-4dc3-9ed6-a498c6a2d118"
10,"71ab5845-71d7-475c-a329-71ef17f50d44"
10,"7471d1a5-ebfb-4c90-a854-e6d567c90c9e"
10,"74979bb2-543b-438a-94d6-53a1b7fbafb9"
10,"75a7b313-7068-43d7-8fb3-8dc79c160207"
10,"76905aed-bcb1-44de-849e-5478b126e6f3"
10,"778aec5f-1693-4154-8c0e-4dbf5d85b8c8"
10,"77ca38e3-e65d-4357-93c1-10eb4ccde609"
10,"77e16875-c7a7-4d5d-9979-267b77d612c7"
10,"79fda190-c131-4ecf-886f-7f1adf99af1b"
10,"7b37df46-2895-4d3c-9ad9-3e089db4bdcd"
10,"7dd7383d-9256-4897-8be4-76ddf49a0f74"
10,"7e89978b5996451486924f079add30e2"
10,"7f71eb3f-b0c9-4ba6-b8de-81b77d7fedaa"
10,"807134ba-2abb-48e6-8e41-f83afbfd0ced"
10,"80dec1f9-a562-4093-a099-8791c4ae35e0"
10,"813330fa-d9ed-4e69-90f0-87c1d3d0d08b"
10,"84d14ad2-7f75-4243-90f6-5da875bbf843"
10,"87c8da6e-c0be-4b6f-b950-47494cca6667"
10,"89858f3b-d34f-4431-b2f7-5285f4a3ccdc"
10,"8b051ec3-55e1-4935-8bdf-8346d5ba4866"
10,"8f288b0a-8695-467d-a7f0-4619e29539d2"
10,"8fa4e1a8-9b3e-4d14-aac5-a3ddcb76b447"
10,"8fdfdd6c-0652-4706-b818-fc59b2439d02"
10,"9508a922-49ac-49dc-a615-cadacafb1192"
10,"950bd4b3-6e68-4ad2-864b-2e6385f561ec"
10,"976ba51e-5654-42c6-9fc2-753d5a909c6d"
10,"981bebbd-7b65-4e95-9fbe-fa1bd3bdd3b6"
10,"9e291b99-3277-4a0d-9486-a16905b8fe3c"
10,"a0075583-f2ab-4f8b-9cc5-29621213676c"
10,"a1c56d9b-8e65-4591-962c-dcd8b5153edf"
10,"a6923924-de67-44d1-a448-11025b7dccfb"
10,"a9a8de8c-f26d-4b74-bc0c-7b0f6ae9affb"
10,"aa33c143-b58c-4624-917a-61c375070a61"
10,"ac38b69c8e4640619ca5a2afe3a7a0e2"
10,"ace75cb2-2111-4c3d-972c-370fb9042830"
10,"acee5d47-9592-4952-9e7e-34cd5848fe1c"
10,"ae9b4609-f286-4955-b55b-97d5a8f35cb1"
10,"b0098ff9-d155-4949-b7a7-fc42db5cc1b5"
10,"b068fd9b-b241-40af-997e-99add5359d7f"
10,"b18fbec0-278f-4fd7-af33-228eee17e6a4"
10,"b61aeb55-c4df-46e1-9ea4-c0f2a86ca589"
10,"b63d0cd3-66af-41ae-8508-f58f655038f2"
10,"b63ed455-edbc-4c82-b354-f83c181ebd4f"
10,"b6b6af41-3487-4502-bad4-017f86a9aa6d"
10,"b7ccf08c-91aa-48dc-ac7e-c363ecea48f0"
10,"b91855ac-8c6a-4b74-be63-510b73690c89"
10,"b9552fb3-eeb9-4efd-979f-03d6ea67e7ed"
10,"b99d9d05-9e4e-468d-b438-cbf526995d9b"
10,"bbf843b6-a781-45ec-9dbc-9bbe4cb4a9d4"
10,"bd9c4eb7-ee8c-4274-8b8e-27ddbac8fb91"
10,"bf8f8521-f67b-4358-9c82-1b75a2ff9c25"
10,"bfe83c89-0955-4a7a-b0ae-46184efe905f"
10,"c0025ef9-e1fc-4659-95c8-be0d66edf2c2"
10,"c0c05927-9920-4642-aa0f-dd6d7e6229d8"
10,"c167d4b5-139c-4698-bca2-442af6be9884"
10,"c467e5e7-f5c2-4063-b9b6-ea22a295d740"
10,"c8bb7af6-e996-4efc-b170-a38b0a04aea8"
10,"c9c9acbf-50c5-46dc-8a1f-d4eb9e0e2f07"
10,"ca2e63b4-a66c-4b47-a6ce-73e327851d49"
10,"ca654dbe-c5d2-48cc-8cde-dbfbf63e690f"
10,"ca92cb01-a8c9-4541-8cf9-bb3b94bd6212"
10,"cb07906a-4432-467d-9805-6af7328872a5"
10,"cc0f035d-f019-4c53-9426-d981eac89295"
10,"content_audiobooks"
10,"content_audiobooks_self-help"
10,"content_audiobooks_teen-and-young-adult"
10,"content_music"
10,"content_music_childrens"
10,"content_music_edm/dance"
10,"content_music_latin"
10,"content_podcasts"
10,"content_podcasts_music"
10,"d0115a84-07dc-4c8e-8681-b14b46df0502"
10,"d104b7b4-dc5f-4b65-895c-fea2fcc4f4b7"
10,"d166837a-6f85-44d3-bc70-7e4308724691"
10,"d4321a36-fbee-4f13-97d9-83ae1a4d4d8a"
10,"d6566743-c03c-4bb5-9f27-3b580a308afe"
10,"d67fcbfc-fa46-4f50-9da3-c8ab9df43ae7"
10,"d8e51d8e-6f9b-4ee1-a521-1d3a053190c4"
10,"dc13a274-d82e-403d-8d4f-2c4ba298ea6b"
10,"dd395c79-36c1-4681-8854-df44d8202e78"
10,"de473ca8-0882-4145-b7b0-2fe0f7e6f167"
10,"decf38c4-b47e-4b03-8ea2-954f76f7935b"
10,"demographic_age_21-24"
10,"demographic_driver"
10,"demographic_female"
10,"demographic_student"
10,"e395dbc5-1d64-4886-829c-a84c291bf5e3"
10,"e3ec4738-274d-45aa-b765-db5f7c976d7d"
10,"e5d6aa0e-d48a-4558-a588-1c43d07e33d3"
10,"e613a618-af6d-42ee-aff1-057aa597219c"
10,"e6823423-c750-4f38-b7d9-131a665914d2"
10,"e697d322-4d13-4c37-8bf1-f684031d7a20"
10,"e6f5b212-3e8f-4d79-854d-39753b2ff483"
10,"e8d54fd4-7b45-4874-9432-a68ac2141f34"
10,"e95f32b4-b68b-4a05-83a0-fe7bc2cf88ce"
10,"e9bb59f8-7197-49b1-9de1-f02d6e89ef2e"
10,"ebbe8843-1dd5-4790-b864-33bb0a0b2cde"
10,"ebcedf55-7931-42ac-9d4d-9dbbea8c3b81"
10,"ec910226-1109-4993-aeb2-006891f4035b"
10,"ecf0995b-fb27-4545-84cd-cb0a83d00781"
10,"edf019ae-8eb0-4f3f-9296-1ca5c1a74a45"
10,"ee472d3f-d24f-4201-9a15-6757c607570f"
10,"f3d6114c-73d9-499b-8827-9ff0fb5d351d"
10,"f770376f-ffab-46d7-86de-a3f1129d52bd"
10,"f77273d2-a3e5-41b1-858f-7f15c4b2e423"
10,"f8219dd5-ff91-44a6-a34c-b4e03828d525"
10,"f8597c03-bccc-4557-a11b-d1d3076b5e0e"
10,"f9cabe4e-1212-4ce4-90aa-476b56a40be6"
10,"fdc175a5-8fe7-450f-a02a-c0dd8e702c91"
10,"ff6d9812-80ec-474a-91c1-8986dbcd7612"
10,"interest_academic-interests"
10,"interest_academic-interests_arts-and-humanities_music-and-art"
10,"interest_academic-interests_language-learning"
10,"interest_academic-interests_life-sciences"
10,"interest_academic-interests_life-sciences_medicine-and-healthcare"
10,"interest_academic-interests_social-sciences_psychology"
10,"interest_books-and-literature"
10,"interest_education"
10,"interest_education_homework-and-study"
10,"interest_events-and-attractions"
10,"interest_events-and-attractions_personal-celebrations-and-life-events"
10,"interest_family-and-relationships"
