artist.genres,artist.id,artist.name,artist.popularity,artist.followers
[],0VRj0yCOv2FXJNP47XQnx5,Quavo,79,8343095
[],4cmA2QDPdzh8W2ytpyUGes,Young Scooter,53,588580
['melodic rap'],2HO2kO7O5gEnM91dhobllP,Smooky MarGielaa,41,193336
[],6icQOAFXDZKsumw3YXyusw,Lil Yachty,77,11061316
['melodic rap'],21WS9wngs9AqFckK7yYJPM,PnB Rock,68,4332924
[],5JkD3p2fJbGwVagjQSfD7h,Rayy Dubb,39,98976
[],6PXS4YHDkKvl1wkIl4V8DL,Fetty Wap,79,5276755
[],2s0yxtiHiyGe6CY4mbDYFi,Remy Boyz,65,24856
"['dubstep', 'edm', 'electro', 'electronic']",5he5w2lnU9x7JFhnwcekXX,Skrillex,76,7546193
['southern hip hop'],1sBkRIssrMs1AbVkOJbc7a,Rick Ross,79,7860664
[],6KvhWUaXr9UGemUf3WSsNL,Boeboe,9,3754
"['southern hip hop', 'rap', 'trap']",13y7CgLHjMVRMDqxdx0Xdo,Gucci Mane,78,6135481
['rage rap'],699OTQXzgjhIYAHMy9RyPD,Playboi Carti,88,15753513
['melodic rap'],4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,86,19850919
"['edm trap', 'future bass', 'edm']",5eIbEEQnDM8yuDVB0bimSP,RL Grime,61,450049
[],4isewEHTP7Az2QheDdBQ6J,24hrs,48,230956
['hyperpop'],1QzqrU2lmiW9l1mSvliVoM,chillpill,23,8339
[],0ErzCpIMyLcjPiwT4elrtZ,NLE Choppa,76,10325764
[],5SyGEPymt1G2uto47tVWvZ,MadeinTYO,58,1041990
['rap'],5dHt1vcEm9qb8fCyLcB3HL,A$AP Ferg,70,4392184
[],0c173mlxpT3dSFRgMO8XPh,Big Sean,76,11647540
[],1hmTCch4tWOJmdqkf8nSRA,charlieonnafriday,59,442774
['trap soul'],7mDU6nMUJnOSY2Hkjz5oqM,Roy Woods,60,1249633
"['cloud rap', 'hyperpop']",6hG0VsXXlD10l60TqiIHIX,Ecco2k,61,368463
['melodic rap'],31W5EY0aAly4Qieq6OFu6I,A Boogie Wit da Hoodie,80,9169680
[],1URnnhqYAYcrqrcwql10ft,21 Savage,86,24790082
['rap'],1RyvyyTE3xzB2ZywiAwp0i,Future,91,23556996
[],6a2px9Oq98dlQj0qvYF1uU,Sample God,23,4978
[],4DSFmAOMwMqDVKIsPY0kqs,Sweezy,39,38814
"['hyperpop', 'glitch']",4cJKDGSv4Dz9QycXYmo565,glaive,64,361373
"['melodic rap', 'emo rap']",46fHMu9KxdQwcGV9xI1L9R,Dro Kenji,51,162551
[],38YRH2M8QEhiBOF1augOr7,$NOT,29,89
['big room'],49CE2ffZ6Z3zeYSDauSKck,Tungevaag,61,178424
[],5RbgNkBwfYSM8yIYXn0Gwk,KRAIZ,40,1405
[],357dDcxIE2hkKGn03PClIF,YNG Martyr,56,178479
