artist.genres,artist.id,artist.name,artist.popularity,artist.followers
[],4NqH3V7GS0Igs1VyGMXEi8,Mooski,43,70928
[],5IqdTZwvASXwM39z5qPqAA,New Beat Fund,31,13944
[],5dhseP7KiICmkxT5waM1Md,Jaylon Ashaun,37,40930
[],5fW1JQP4DfDyNqvYQ5m4Ju,Tunji Ige,33,35803
['rage rap'],2J6pigOrBmKQgqJUY5UM7r,Matt OX,52,327631
[],50zXB0O7zGiSb4ZcF1GP7Z,viisi,13,2374
"['trap metal', 'horrorcore']",6QK0K28MJ2Fj2nsmrZv1O1,OMXNEMO,20,3749
[],73cmp0OKYaPbYsCAgKqAcl,Lucie's Nightmare,16,432
"['trap metal', 'hyperpop', 'breakcore']",23GnlSzW49oADOGGjvyfEI,ISSBROKIE,58,93293
[],4zlJUtezdngqfgqhpiULYG,Axel Mansoor,21,11159
[],66dZoTsQaKYV4wUFpSD2vK,Captain Cuts,27,615
[],7qhWa7UI1QNZNDnzYwAYZm,Vallis Alps,46,141282
[],6lWQ8ff0y4b0fozjUcmvaJ,gabriel black,30,20764
[],6diDsPkeLxmF1r5vKnfOli,Jay Ham,20,6035
[],52N3KGrTWDRhdQJrgBTofE,Good Neighbours,65,234950
[],0xTcxl35DKXUeYRWqY10w6,Peewee Longway,50,547849
['melodic rap'],2DG7111q9yXgzpod3iBifm,ION LIL GUT,31,15747
[],5ooSG9S0glqP5ZrqqaHBvT,James Fauntleroy,55,36617
[],0JcJNelIGp7ExzLU9m35ui,Ohthatsjuice,33,811
[],0n4ZlduIDNgkwvAtrlbpIu,Beautiful Beats,35,15658
[],2Wrqf6iMXbmYtgJ8wfsdON,sensitive sean,40,7047
[],3Tx9T7VBfgWZNAmCjaqp3H,Chaasad Fearing,18,912
['country hip hop'],17SKCrJFmlC51zeP8kjqMs,The Real Young Swagg,42,39862
[],3MP56JxB4dnZyU0qO6VVRL,Ricky Brielo,22,4506
['edm trap'],3yrkuc99URznjwVvVFtN78,COSMIC,29,17109
[],3ooIETCBFQ5JmxU90tKzsB,Pitt Tha Kid,9,523
[],7aCA2LCzNmtAua4JrMvDb0,Taleban Dooda,36,89708
"['g-funk', 'west coast hip hop']",7jDblfQQLFAZCKXFfoGZ9Q,Jay Worthy,52,71588
[],4KdY7RYZO8myfw2KLszD56,Bart Oatmeal,22,1107
['folk pop'],6ujr1NkqbZpYOhquczUUfl,The Strumbellas,55,316300
[],2auikkNYqigWStoHWK1Grq,John Martin,69,114413
[],59TV2OX3lSIlALY4zlFPh4,SoGone SoFlexy,31,4344
[],4YqctGfuLnSvjjlFQvNish,SK8,38,48978
[],6olugRCWrmU3UVOcrsCusJ,Cristion D'or,19,99
['dubstep'],1PbO7aQiVeKbGp8GYWDL9C,Levity,55,138636
"['dubstep', 'riddim', 'bass music']",59tlsKpLWoLTxjNNS2wdPi,Tape B,53,101359
[],2AUT4fNQ2QC0e2f5pIxOCd,Dem Jointz,47,7118
[],5lbW0rNhFyCiSlClBMYbki,Yung Miami,45,125333
[],6d4cow3OkL7leTkqKnQfad,Just Shad,16,2408
[],3gAkYMGnpVtisKwCAphhfH,DJ Sidereal,11,804
['cloud rap'],7y2RSfL6zW4IBUc4uPYBfL,Nell,39,26850
[],3G9gR0x4v3J2Vek0Fw0yf2,Emily Vaughn,43,169363
[],3Rr9ksBPquEWyD9fP2VBZk,ZEVY,41,9712
[],5wWvcn0hJXPhCw9eYUody0,Derek Pope,53,81736
[],0Dc2rdPzleezxhvQhQbXuS,IDRIS,45,151277
[],382iZHdMjKXI44HC0IwOSr,Junk,39,19020
[],6C526McCewIs40ZHQLrmZm,Teon Gibbs,14,3565
['west coast hip hop'],6fFfnKGVI6X3lkCr8Qw1g1,KXNG Crooked,49,126046
['nightcore'],2XqXXH9xPa1zucIOtZ3u3A,TommyMuzzic,64,164710
[],0ooWCUtppfatIPYRufo0ak,ZeddMusique,20,10693
"['punk', 'hardcore punk']",6Wr3hh341P84m3EI8qdn9O,Rise Against,71,2981125
[],5CMaNobmJYgXcfiT0zYOwi,WHIPPED CREAM,47,98955
"['uk drill', 'grime', 'drill', 'uk grime']",4PCeJ2EIn3YtzYYRsHHWyy,GRM Daily,56,964531
[],3n8GvDXY1OgG57akv31SHK,Yatta Bandz,55,230745
[],2rwCl3cifvJKvL61qdXjML,callmestevieray,51,46482
[],2SoZ1ykUvFzJLwRsMWUXTa,Melkin,32,2069
"['christian hip hop', 'christian', 'christian r&b']",1sPm31qmcbk9EFoRCS8eRl,indie tribe,51,87107
['christian hip hop'],2WLOBjz9WOZrJcbS2w93zt,DJ Mykael V,48,32170
"['christian hip hop', 'christian', 'christian r&b']",2d8NsBa8O4C6bgQatFP5V4,nobigdyl.,59,233348
"['christian hip hop', 'christian r&b', 'christian']",0PUc1lwaZpPJaMr0v4Gdvo,Jon Keith,54,89030
['christian hip hop'],1SZikSUx9fZ2cUFjrmM6Sy,Mogli the Iceburg,47,20286
[],4FidvjA9dxE6bhpHGC6ns9,CryJaxx,52,39111
[],6XoMjNBDFTRqFgBcy48zHO,Junior Charles,45,3380
[],50LmKJrodjlTvdI6FvtvrK,Peter Piffen,33,2303
[],26Na9AsGDehQcRBgPMewIy,Vkay,13,252
"['anime rap', 'anime']",3qpVZqXttPUYEmt53UYDGV,DizzyEight,52,106697
[],6BZKGQf9EnToQ6F7KdMd1m,Ollie Joseph,51,49521
[],4uIRGTSCaajmmnXe1hUeGu,Zavon,18,1751
[],1FtBEIWAwvw5ymBen5GICR,Chlöe,57,681360
[],58hqTaCiqGrMsNmmm3qL7w,Bree Runway,48,171604
[],1TPNC8TFcyC8s5TeSmQT23,Jhonni Blaze,24,86283
"['phonk', 'drift phonk', 'trap metal']",14uo609t1MvRGZcskySt9R,SXMPRA,60,355260
[],5F1aAS1duwlzExnPs3l2Xe,Pooh Shiesty,72,2298251
[],4sADZZMvbgQIsCCkmqUYF8,Seon,47,53211
[],3GxKJzJK4LpsYGXQrw77wz,Mimi Webb,56,395858
['boom bap'],5Matrg5du62bXwer29cU5T,Benny The Butcher,64,557350
[],1CO6e7WRJvSFenmQO8n64C,Zhavia,52,427092
[],7MazYlxuRQu6Wke8dc5XUh,nav,30,973
"['trip hop', 'downtempo']",3cbU0WxlZJTFLTfXEUB433,Little People,42,106342
[],3ycfZfYaqEN0PpZ2nB89k4,Buppy.,31,9861
"['east coast hip hop', 'old school hip hop', 'hardcore hip hop']",1HwM5zlC5qNWhJtM00yXzG,DMX,72,6020215
[],6zmyeByNsfskQHKnJT0F9L,Anoyd,38,29887
['jazz rap'],052uglZ4PgpVs8YxEOViXz,Lord Apex,40,79025
"['dubstep', 'bass music', 'riddim']",4Ok1Cm5YX5StCQZgH0r2xF,PEEKABOO,55,150339
[],47IPWZvbA9TsBbNjmFB3p6,Sam Vesso,32,334
['vocaloid'],2UwJRAgSOi1zcLkvUNc8XL,Anamanaguchi,54,253635
"['blues rock', 'modern blues', 'blues', 'roots rock']",7d10VF1J4LqW7vrpPOngzm,Larkin Poe,45,287035
"['cloud rap', 'underground hip hop', 'emo rap']",3uo0ix4Y67XHVWBhXXIY1S,Xavier Wulf,70,1210746
['new york drill'],01Kz5ab1oYMaey58CaGTxA,Melvoni,36,86067
"['brooklyn drill', 'new york drill', 'drill']",4FeLiFUPdxVfFo8oOfA4BH,Rah Swish,43,132763
[],5vBSrE1xujD2FXYRarbAXc,Olly Alexander (Years & Years),72,2047580
['indie r&b'],4tiQ4IqRtF8JQGORyer9NA,Carter Wilson,7,933
"['christian hip hop', 'christian r&b', 'christian']",6YgYm3f9ifsz4OwQt8jql7,WHATUPRG,49,134556
"['christian hip hop', 'christian r&b', 'christian']",419NjKezGEJOVPtiymCp2p,Ty Brasel,43,73237
[],3NR7hAacOhmcztWvD7vJfS,Sickick,67,1243050
[],5qCTwicUCTguc1ijgLOv9z,Lihtz,47,22001
[],7vWC03wqXwUqjPON8hc1tz,TELYKAST,55,76892
[],3MbrazQE12UdSdFunXcft1,Loren Gray,45,221487
[],0eRbECAGCLLiTyVXPBRexU,Jon Batiste,59,638514
['neo soul'],2FMOHE79X98yptp4RpPrt7,PJ Morton,57,318988
"['brass band', 'jazz funk']",37ZvFp654tY74Z1D2TLOGR,Trombone Shorty,48,211142
[],5bQLHZXLiVPxi2Suodt3wV,Antha Pantha,27,1005
[],6dO0RkhFhjMwLtLQqNgL8r,Issam Alnajjar,50,146026
[],4alndwWPbM9ApMYLjg19oD,Wale the Sage,49,107062
['drum and bass'],20cmhoGvN0eyzhmsHJH1Mg,Luude,64,178384
"['drum and bass', 'bassline']",7GDrXlpRrdG29o4n0pNR5D,Bru-C,57,362297
"['soca', 'dancehall']",1GaBsp1ICIp1e6udgE7fba,Kevin Lyttle,58,133553
[],3IvnJDS7SNCDivxi0xkiSK,8percent,43,65840
[],1CyAtnOmpHpo7OcTqkLMnR,Astrus*,38,32158
"['phonk', 'drift phonk']",1KS3HFd7XL75m0ieoDhFvw,PRXSXNT FXTURE,43,88704
[],0NNAYlUb92UrWROfiWd9h9,River Beats,29,819
"['uk drill', 'drill', 'grime', 'uk grime', 'afroswing']",1ZHk8dteZz6Vi2HFp4hGoM,Abra Cadabra,54,376610
[],2Ggj5XNlIb4Lnbqe307FyB,Lola Brooke,49,291532
[],3pYZIM4PKTsP20sNSSLs0m,saüd,32,3894
[],28LFWO2CQUJKjgxlJT3VMX,Shiloh Meets World,21,678
[],29M3C4IzWXrztUr4cV2umC,King Los,35,80710
[],06S3fr7xEES7e3QPXhu3ay,Symba,39,101639
[],35Of0m0cvpLYrmQ6qd5ocp,One True God,48,95147
"['dubstep', 'riddim', 'bass music']",4LLYqe8ogaK9wC1xHlvR5S,SIPPY,39,36049
[],3NF0Inkg9acKhu5Nyt2JLK,Nardean,13,2359
[],6NnBBumbcMYsaPTHFhPtXD,VOILÀ,68,383562
['hyperpop'],6qKNO74t6cNcytBKSunEcW,Cybertrash,47,30170
['neoperreo'],4nXXIxTneJksvGXrlmX8oA,Kaydy Cain,61,551140
"['argentine trap', 'guaracha', 'rkt']",3wsYquQ9CiMlYG54BUR2ff,ZARAMAY,55,268322
[],2exrpIj2TWt6s5YBqTqqbr,The Best Soundz,28,574
"['uk drill', 'grime', 'uk grime', 'drill']",6W4vm8P3JFQboO4cvHeqaa,Knucks,61,513960
[],7GmjP8u0uwwAwBt3e3tmdS,408 Darwin,45,43779
[],0ofvvakxXcRhIy5fgIoB9z,Dylan Cartlidge,35,11791
['emo rap'],29qumw7sEmz88PO90cUOHG,Global AzN,30,11193
[],6mkvJ6XHWVtPer8k0B0nTn,Wiley from Atlanta,41,34781
[],4lrP5UPxljRj14uzlXgZgv,Ben Reilly,40,92131
[],7mQVOW2B7FQ0dJBxwsa2fR,DavidTheTragic,30,8532
['east coast hip hop'],5pnbUBPifNnlusY8kTBivi,Jadakiss,64,1279590
"['uk drill', 'drill']",77DAFfvm3O9zT5dIoG0eIO,Kyla,50,42743
[],0isq0T851tBgpJagOHHYHQ,Skylar Gudasz,21,4390
['pop punk'],5ObBtv5VunwwhQaXXnUrsM,KennyHoopla,48,220149
[],3XYVGehxrRKN0Rt5Rp7e8w,Moxas,47,83117
[],6y7kchnUStkpVQ0ul44fwv,Yung Crusha,31,11186
[],40giwFcTQtv9ezxW8yqxJU,Chiddy Bang,51,351371
[],2y83yKCgoia21m1ot4WxPL,Belak,27,4658
[],3ED1AG2E67Epo3MBFVOFj9,Dolo Tonight,31,9991
[],7dzOoOXzNwYoaQ0f7bzWa0,ChrispyD,5,2
[],3Sh7Fswj709iUOYfwKBvvH,Adreena Mill,2,6
[],2I2mBsrn9VipdyXtAwFHE1,86LOVE,51,14109
[],1e5shldsBYSPVVugyEzvcQ,Emma Zander,36,2739
[],0kxKR9utzILx97Vjj6bA4r,Ferris,41,6375
[],0SrIPejckovMwhrN3MZFPB,Daisy the Great,52,119631
[],0E4PTyZ2WYo3psEDPp0U2H,Emerald Royce,36,8601
[],2OrJNIRCepuR1btN23Tm2L,Demetrius Demarcus Bartholomew James III JR,0,711
"['grime', 'uk grime']",0ymTsFDelrwNrlxUnvU7bu,Ard Adz,41,137178
[],4rBpyETZEnrBQB7Xc4oRfa,JaeyBxrd,47,33332
['country'],4GGfAshSkqoxpZdoaHm7ky,ERNEST,69,375030
[],1jt0slkwCPorL4PeFoQtWZ,Kyle Beats Collective,36,74999
[],78TCuhGtqVRkUtzPsdvCTQ,TMRWNITE,28,4188
[],4xcXM1NnRfFa4YmktrisMa,Lil Six 6,4,626
"['west coast hip hop', 'g-funk']",24PJqH46WhB0pUB7NlsFna,Knoc-Turn'al,56,27284
"['new york drill', 'jersey club', 'drill', 'philly club', 'sexy drill', 'brooklyn drill']",2SyMN1PdSuQpZgrYXrkai1,Bandmanrill,44,72967
[],3MWVJObrsu2HA6XGO1sTdn,Ori Rose,28,7676
[],5ghnxpW47ojtLHHyTLdxdY,Witt Lowry,58,613493
[],2RhVihxqFGSR3bDu32i9B2,bennytheghost,31,9668
[],1gi49JL4LNUMlylXm5Z0ZG,Calica,36,21626
[],4140hprCX3y5AHFsZ2Tqe5,Ging,22,13456
[],3VV2TXkXYDYSUvtRRER3Wo,Kelvyn Colt,47,108000
"['emo rap', 'cloud rap']",5g63iWaMJ2UrkZMkCC8dMi,Lil Tracy,72,1461183
[],6Pfep8fkqFHQ87DjvWu54J,G3 GELO,0,77583
[],41yEdWozNYEzA2RfgYQHgr,CJ Fly,44,99809
[],2H02v7YOfOLkXv9udKVE4t,Stoic,31,4850
[],3WZGJETwBoBc3BV8rsxXFS,AMARAH,4,97
[],38dvPzvyLngIEFrWQNw5FR,Jackie Platinum,21,2093
[],5ssxTmECuGmQS2KjE8wYQo,637godwin,27,42880
[],3pbi8H08p95NUZ7m6ybxUV,Static Major,63,18609
[],6FB9Zw1TSMrw3LIzIvlNGG,Nathaniel Alford,33,188
[],1WdM0BAEXN9RpUdPOzEZdx,Twice As Nice,33,733
"['progressive rock', 'art rock']",3CkvROUTQ6nRi9yQOcsB50,Genesis,71,3829249
[],6T4OrfxxOTkAUKAe2gg9fZ,Sumbuck,48,55931
['hyperpop'],4QM5QCHicznALtX885CnZC,Slayyyter,64,498887
"['red dirt', 'texas country', 'outlaw country', 'alt country', 'americana', 'country']",31z9f9AyPawiq0qlBO1M3i,Ryan Bingham,58,611595
['disco'],54R6Y0I7jGUCveDTtI21nb,Boney M.,73,2407184
"['metal', 'heavy metal', 'rock', 'stoner rock', 'doom metal', 'hard rock']",5M52tdBnJaKSvOpJGz8mfZ,Black Sabbath,76,10166874
"['christian', 'ccm', 'christian rock', 'worship', 'christian alternative rock', 'christian pop', 'pop worship']",1SZMaiNHfdUuU0qZKZ6y62,Newsboys,57,1218769
"['glam rock', 'glam metal', 'hard rock', 'rock', 'classic rock']",07XSN3sPlIlB2L2XNcTwJw,KISS,73,11408809
"['alternative metal', 'nu metal', 'hard rock', 'rap metal', 'metal']",6gZq1Q6bdOxsUPUG1TaFbF,Godsmack,69,3781352
['post-grunge'],3T55D3LMiygE9eSKFpiAye,Badflower,55,367175
"['southern gothic', 'alt country', 'americana']",72PnPUc1qv9UjRPaGVZ1jq,The Handsome Family,59,174106
"['grunge', 'alternative rock', 'post-grunge', 'rock']",2UazAtjfzqBF0Nho2awK4z,Stone Temple Pilots,71,4115410
"['east coast hip hop', 'old school hip hop', 'hardcore hip hop', 'hip hop', 'boom bap']",2yQf6b8hxahZaT5dHlWaB1,Raekwon,63,679325
"['hip hop', 'jazz rap', 'neo soul']",2GHclqNVjqGuiE5mA7BEoc,Common,62,1061217
"['afrobeats', 'azonto', 'afropop', 'afrobeat', 'hiplife']",5RCdjio4ASMQ8CFaSuAl6C,D'banj,47,378902
[],1rAv1GhTQ2rmG94p9lU3rB,Julian Casablancas,64,611756
['uk garage'],6MFopqejpmTUUZlcRmGzgg,Todd Edwards,49,40080
"['classic rock', 'psychedelic rock', 'acid rock', 'blues rock']",74oJ4qxwOZvX6oSsu1DGnw,Cream,62,2700250
"['classic rock', 'aor', 'progressive rock']",4salDzkGmfycRqNUbyBphh,Styx,63,2196381
"['heavy metal', 'metal', 'hard rock', 'rock']",6mdiAmATAx73kdxrNrnlao,Iron Maiden,74,10599715
"['rock', 'glam metal', 'hard rock', 'classic rock']",3qm84nBOXUEQ2vnTfUTTFC,Guns N' Roses,82,36332893
"['metal', 'thrash metal', 'rock', 'heavy metal', 'hard rock']",2ye2Wgw4gimLv2eAKyk1NB,Metallica,84,33377771
"['classic rock', 'aor']",3Fz2GbraVXhcpXnoi2Oe1r,Billy Squier,60,911830
"['grunge', 'post-grunge']",78SHxLdtysAXgywQ4vE0Oa,Bush,65,2164314
"['americana', 'bluegrass', 'alt country']",3oVcF3VdpMuvMvLLyHPT4t,Sierra Ferrell,63,472981
[],7gW0r5CkdEUMm42w9XpyZO,Laufey,83,9349386
"['adult standards', 'classic soul']",0W498bDDNlJIrYMKXdpLHA,Roberta Flack,63,1143335
"['tech house', 'house']",0YVquC9RaJLYFNmlJFzkTV,AYYBO,60,128172
"['blues rock', 'modern blues', 'blues']",5Npr4HpRE8YlsisRjN9T8h,Philip Sayce,45,84092
['classic rock'],0WwSkZ7LtFUFjGjMZBMt6T,Dire Straits,80,9179557
"['classic rock', 'hard rock']",00tVTdpEhQQw1bqdu8RCx2,Blue Öyster Cult,63,1758013
"['blues', 'classic blues', 'soul blues', 'blues rock']",5xLSa7l4IV1gsQfhAMvl0U,B.B. King,62,2883667
"['blues rock', 'psychedelic rock']",7nkLRaWHImCvWGHdNGnhVE,Ten Years After,57,638911
"['blues rock', 'classic rock']",2rc78XDH9zuJP6bm78lU8Z,Derek & The Dominos,60,853408
[],0TcYeHEK9sBtv7xPbKhzHz,Chumbawamba,58,197922
[],26bcq2nyj5GB7uRr558iQg,Survivor,70,1480287
[],0Chxmm4XMM87mJOHvyiUzL,Kevin Rudolf,57,154835
[],4pADjHPWyrlAF0FA7joK2H,Jay Sean,69,2119061
[],2gBjLmx6zQnFGQJCAQpRgw,Nelly,76,3993300
[],1MQTHOR8HNwtJwSPDZ2iqj,Lincoln University Vocal Ensemble,31,388
[],79DOwuMzV2h4es3em0t002,Eric Turner,51,10181
"['east coast hip hop', 'hardcore hip hop', 'old school hip hop', 'hip hop']",6FD0unjzGQhX3b6eMccMJe,Ghostface Killah,63,1010895
"['southern hip hop', 'crunk']",0k7Xl1pqI3tu8sSEjo5oEg,Paul Wall,65,937398
['bachata'],7i0Z1tzWVamskO8eLnZ3Kx,Miri Ben-Ari,55,26183
"['motown', 'disco']",64CuUOOirKmdAYLQSfaOyr,The Emotions,65,668799
"['philly soul', 'classic soul', 'motown', 'quiet storm', 'soul']",38h03gA85YYPeDPd9ER9rT,The O'Jays,56,1444231
"['yacht rock', 'soft rock', 'folk rock']",35U9lQaRWSQISxQAB94Meo,America,73,2145650
[],4Fgf6RvuWpiwDXSE7Vammx,George Martin,69,104526
['rock'],4NpFxQe2UvRCAjto3JqlSl,Greta Van Fleet,65,2793689
"['grunge', 'rock', 'post-grunge']",1w5Kfo2jwwIPruYS2UWh56,Pearl Jam,78,10181871
[],0bZCak2tcRMY1dzEIuwF42,The Heavy,60,498947
"['classic rock', 'folk rock', 'singer-songwriter', 'roots rock']",6v8FB84lnmJs434UJf2Mrm,Neil Young,71,3434758
"['classic rock', 'aor', 'rock']",34jw2BbxjoYalTp8cJFCPv,Heart,69,3091636
['post-grunge'],43sZBwHjahUvgbx1WNIkIz,Creed,76,4537593
[],2qk9voo8llSGYcZ6xrBzKx,Kings of Leon,78,5876432
"['progressive rock', 'classic rock', 'hard rock', 'rock', 'aor']",2Hkut4rAAyrQxRdof7FVJq,Rush,66,2608668
"['country', 'texas country', 'red dirt', 'country rock']",3444S3C4U9Ts86BnCtSPRV,Treaty Oak Revival,79,899317
"['nu metal', 'funk rock', 'alternative metal', 'alternative rock']",3YcBF2ttyueytpXtEzn1Za,Incubus,71,3734448
"['yacht rock', 'classic rock', 'soft rock', 'southern rock']",39T6qqI0jDtSWWioX8eGJz,The Doobie Brothers,69,2917507
"['glam metal', 'glam rock', 'hard rock']",0cc6vw3VN8YlIcvr1v7tBL,Mötley Crüe,72,6117793
"['blues rock', 'blues']",27a0GiCba9K9lnkKidroFU,Canned Heat,55,681570
[],7oPgCQqMMXEXrNau5vxYZP,Tracy Chapman,73,2130145
['yacht rock'],7tjbDPvrdvDshcpEMXKRVb,Gerry Rafferty,64,490965
"['philly soul', 'classic soul', 'soul blues']",1zJBFCev9UwOMcrZsLi2od,Lou Rawls,52,265997
[],06s35sbFfZJUEwFjAaZfiW,Cookin Soul,66,219887
[],0jsnWH4QCKcAMpR7vEhh9u,¿Téo?,55,235972
[],4vDSXzhxGtPJVnMvnzSZW4,Jaden Smith,37,8819
"['new york drill', 'drill']",63X7mnpy2kfkDtltarrWD1,Sugarhill Ddot,53,699371
[],6TcnmlCSxihzWOQJ8k0rNS,Third Eye Blind,69,1826415
['hip house'],4cUkGQyhLFqKHBtL58HYVp,Channel Tres,58,355025
[],5u9TyUDzZ7u6B7dJqyv0sA,Hamidshax,42,19857
"['folk rock', 'singer-songwriter']",1R6Hx1tJ2VOUyodEpC12xM,Jim Croce,67,1710186
"['bluegrass', 'newgrass', 'outlaw country', 'americana', 'red dirt', 'alt country', 'country', 'country blues']",3bLSAQPeix7Xm2e5Gtn48R,The Steeldrivers,62,462683
"['texas country', 'red dirt']",7cuhHElVWaF67zEb1cGIG0,Cameron Sacky Band,35,17705
"['red dirt', 'country']",2ErsJAz6qJ5cqjoVAvfvaC,Charles Wesley Godwin,62,276952
['country'],6IKlXZEFOvk9itrP1s0knJ,The Red Clay Strays,74,1308174
"['red dirt', 'texas country', 'alt country', 'country', 'outlaw country', 'americana']",1YSA4byX5AL1zoTsSTlB03,Turnpike Troubadours,65,665986
"['red dirt', 'texas country', 'southern rock', 'country', 'outlaw country', 'country rock']",26opZSJcXshCmCwxgZQmBc,Whiskey Myers,71,1218139
"['red dirt', 'country', 'alt country']",1JWMpIl0nhqFJNdO3IOQ20,49 Winchester,62,192562
"['country', 'outlaw country']",4YLtscXsxbVgi031ovDDdh,Chris Stapleton,83,9377946
['country'],6IkfE2JyVoKwBZXvuytKX3,Oliver Anthony Music,61,1059300
"['bluegrass', 'americana', 'newgrass', 'folk']",675tsBPpaZtqyiBwEf3ZEP,Watchhouse,60,384670
"['alt country', 'americana', 'outlaw country', 'honky tonk', 'red dirt']",2TbbmB7fmmCN7rlOt1wHlC,Vincent Neil Emerson,44,61245
['southern gothic'],255w1O3tp19jnUZPI6cMVL,Benjamin Dakota Rogers,38,77815
"['country', 'outlaw country', 'red dirt', 'alt country', 'texas country', 'bluegrass']",13ZEDW6vyBF12HYcZRr4EV,Tyler Childers,76,3280918
"['classic country', 'outlaw country', 'country']",6kACVPfCOnqzgfEF5ryl0x,Johnny Cash,75,7027000
"['outlaw country', 'classic country', 'country']",6e7QpHYqEiyJGiM98IysLa,The Highwaymen,61,834927
"['outlaw country', 'classic country', 'country', 'traditional country', 'honky tonk']",5W5bDNCqJ1jbCgTxDD0Cb3,Willie Nelson,71,2639225
"['outlaw country', 'classic country', 'country', 'honky tonk', 'traditional country']",7wCjDgV6nqBsHguQXPAaIM,Waylon Jennings,69,1727609
"['outlaw country', 'classic country', 'country']",0vYQRW5LIDeYQOccTviQNX,Kris Kristofferson,63,719061
"['red dirt', 'country', 'outlaw country']",4MhBe0d439ToDXCWlT3wae,OurVinyl,63,44190
"['outlaw country', 'southern gothic', 'country', 'red dirt', 'alt country', 'bluegrass', 'americana']",3xYXYzm9H3RzyQgBrYwIcx,Colter Wall,68,1664102
"['americana', 'alt country', 'red dirt']",5MPWTD6J1H9XqYEOb4QkdH,John Moreland,42,135382
"['soundtrack', 'score']",1hCkSJcXREhrodeIHQdav8,Ramin Djawadi,68,734310
[],06U7PNo4pPFgmTC2Yqr2Rx,Nicholas Yee,36,29989
[],4dYQmk5ma04mZ1KJ9KkAQK,Kacy Hill,63,122075
['christmas'],79D4dipwR6scV8AN3dm7gW,Seth MacFarlane,55,136187
"['east coast hip hop', 'old school hip hop', 'hip hop', 'hardcore hip hop']",7xTKLpo7UCzXSnlH7fOIoM,Redman,64,1372790
[],1IEGzaZzVTKJ7l0EON6Oax,DJ Statik Selektah,39,297
['comedy'],504DdVupqJJUEkzmHzJEfs,Dave Chappelle,42,107914
['funk rock'],4apX9tIeHb85yPyy4F6FJG,Wild Cherry,56,230013
[],3bGS6vK5byaOo0qjSR5qGU,Jackie Moon,20,3061
"['melodic techno', 'melodic house']",5phOCTS0ZqbZGVXdpG6rLu,Jeff Bhasker,40,6280
[],1qUjOF5fzrpoNycD36b2jZ,Nate Ruess,68,387537
"['country', 'country christian', 'classic country']",4mxWe1mtYIYfP040G38yvS,Alan Jackson,74,3507764
"['yacht rock', 'soft rock']",6jdObwsrIjSRnBbMw6lPBj,Seals and Crofts,59,845632
[],1mHuZMOP8FG5ip4yAb1vrB,Michael Franti & Spearhead,54,246377
"['lovers rock', 'reggae', 'riddim', 'dancehall']",1d5nqaOa3PXgjrHv7hEQg4,Cherine Anderson,46,9316
[],4f9iBmdUOhQWeP7dcAn1pf,Rag'n'Bone Man,67,2323035
[],2AsusXITU8P25dlRNhcAbG,Gotye,71,2327209
[],6hk7Yq1DU9QcCCrz9uc0Ti,Kimbra,71,519956
[],5FHwr1FymaS5kutIEK6e2y,King Harvest,59,84188
['classic country'],59hLmB5DrdihCYtNeFeW1U,Glen Campbell,64,617758
['classic rock'],3ICflSq6ZgYAIrm2CTkfVP,The Animals,67,2711295
"['garage rock', 'blues rock', 'rock', 'alternative rock']",4F84IBURUo98rz4r61KF70,The White Stripes,71,3635078
"['neo-psychedelic', 'psychedelic rock', 'space rock', 'stoner rock']",5wWOMGR3Im6cDmoTRHD998,The Dolly Rocker Movement,42,35193
"['country', 'acoustic country']",1By9QBFnjZAoI83BZppHlt,Billy Currington,67,2802098
"['red dirt', 'texas country']",4pLxUMyDrijXynrUP59whJ,Shane Smith & the Saints,57,225718
"['country', 'country rock']",39NR3AUhpbbqKM33vWn2fp,Brothers Osborne,60,1279238
['country'],718COspgdWOnwOFpJHRZHS,Luke Combs,85,13778794
"['classic country', 'country', 'traditional country']",7y9COUDxusQXRjW95vOubE,David Ball,49,143561
"['texas country', 'red dirt', 'country']",4SfGzWmeoNPKIOmiyc7Pav,Flatland Cavalry,65,381794
"['red dirt', 'texas country']",14V8ZRhL66NIzXAmYtQ8Vj,Kolton Moore & the Clever Few,50,79113
[],5bCjjNx0wXytkKko9jlaLl,Belle Plaine,45,4087
[],1OiaW9PZCUJlkINotRihrA,Eddie Flint,40,64033
[],28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,67,1349876
[],44NX2ffIYHr6D4n7RaZF7A,Van Morrison,71,3681327
"['glam rock', 'proto-punk']",3v4feUQnU3VEUqFrjmtekL,Faces,57,453572
['surf rock'],6V70yeZQCoSR2M3fyW8qiA,Spacey Jane,63,294663
[],71Ug2zQHWlJFjNCK8swHfL,Diana Gordon,57,75146
"['east coast hip hop', 'old school hip hop', 'hip hop']",0Mz5XE0kb1GBnbLQm2VbcO,Mos Def,67,1664979
"['spoken word', 'jazz funk']",0hKpvarswO34Ks5iPNmEXn,J. Ivy,46,6745
[],1zV9UjTUevjp5VUddqIUUn,Mr Hudson,60,36228
['east coast hip hop'],6GEykX11lQqp92UVOQQCC7,DJ Premier,68,341455
['spoken word'],1i4q97Tz8xmGWJps51J7WT,Albe Back,45,2216
"['neo soul', 'jersey club', 'r&b']",3YJMzGjAm245zwJooY7PEj,Chrisette Michele,61,604778
"['country', 'classic country']",2bA6fzP0lMAQ4kz6CF61w8,Toby Keith,72,3129154
